Detector type	MS257_IN [um]	MS257_OUT [um]	Signal	Mirror pos.	Shut.	Timetr.[s]	Abs date and time
GUV 		None 	1.22000e+00 	[13.24174, 7.662467, 5.507112, 14.47663, 13.07097]	A	?	0105.14		181025 12:34:29.4320
GUV 		None 	1.22000e+00 	[13.19756, 6.488783, 15.33463, 19.48631, 0.08907386]	B	?	0108.76		181025 12:34:33.5501
GUV 		None 	1.22500e+00 	[1.528705, 18.86743, 15.29395, 17.14425, 19.4714]	A	?	0112.42		181025 12:34:36.7103
GUV 		None 	1.22500e+00 	[7.720884, 15.73314, 7.112297, 17.41182, -0.1636462]	B	?	0116.07		181025 12:34:40.3594
GUV 		None 	1.23000e+00 	[17.79387, 13.10971, 3.405492, 2.397732, 6.924917]	A	?	0119.74		181025 12:34:44.2790
GUV 		None 	1.23000e+00 	[19.5137, 14.29115, 0.1537659, 14.89989, 8.779158]	B	?	0123.39		181025 12:34:47.6768
GUV 		None 	1.23500e+00 	[9.40609, 8.10894, 3.727515, 15.17111, 7.919098]	A	?	0127.06		181025 12:34:51.3465
GUV 		None 	1.23500e+00 	[-0.3485672, 14.76952, 17.26941, 5.207447, 4.932747]	B	?	0130.76		181025 12:34:55.4665
GUV 		None 	1.24000e+00 	[16.96762, 6.467696, 4.289946, 10.13499, 18.54974]	A	?	0134.41		181025 12:34:58.6962
GUV 		None 	1.24000e+00 	[8.444894, 6.896066, 18.27387, 2.269408, 12.79535]	B	?	0138.05		181025 12:35:02.3454
GUV 		None 	1.24500e+00 	[17.89772, 13.5755, 11.88855, 17.57651, 4.028093]	A	?	0141.73		181025 12:35:06.2191
GUV 		None 	1.24500e+00 	[13.35614, 0.7803748, 5.80218, 16.54412, 10.58993]	B	?	0145.40		181025 12:35:09.6880
GUV 		None 	1.25000e+00 	[2.612077, -0.3453388, 11.57443, 2.496063, 2.50392]	A	?	0149.09		181025 12:35:13.3835
GUV 		None 	1.25000e+00 	[7.512963, 10.21685, 6.876529, 7.617406, 0.394322]	B	?	0152.78		181025 12:35:17.7527
